Score	Bval	Edges
-2182.5471	2.72719543079e-006	0->3
-2182.5490	2.70629995169e-006	0->3
-2182.5542	2.68551284706e-006	0->3
-2182.5553	2.66474859567e-006	0->3
-2182.5577	2.64403411873e-006	0->3
-2182.5646	2.62346207971e-006	0->3
-2182.5673	2.60294551028e-006	0->3
-2182.5733	2.5825516717e-006	0->3
-2182.5803	2.5623000915e-006	0->3
-2182.5931	2.54230607958e-006	0->3
-2182.5986	2.52242173287e-006	0->3
-2182.5989	2.50254335057e-006	0->3
-2182.6025	2.48273640179e-006	0->3
-2182.6095	2.4630676175e-006	0->3
-2182.6188	2.44358090497e-006	0->3
-2182.6449	2.42459621573e-006	0->3
-2182.6470	2.40565135251e-006	0->3
-2182.6576	2.38690624426e-006	0->3
-2182.6665	2.36832722728e-006	0->3
-2182.6688	2.34979089293e-006	0->3
-2182.6723	2.33131932235e-006	0->3
-2182.6732	2.3128643687e-006	0->3
-2182.6758	2.29445733561e-006	0->3
-2182.6895	2.27630075933e-006	0->3
-2182.7135	2.25857475336e-006	0->3
-2182.7256	2.24106193966e-006	0->3
-2182.7294	2.22361554836e-006	0->3
-2182.7352	2.20627005325e-006	0->3
-2182.7562	2.18928501549e-006	0->3
-2182.7641	2.17243363091e-006	0->3
-2182.7701	2.15568305191e-006	0->3
-2182.7711	2.13894921511e-006	0->3
-2182.7716	2.12222374315e-006	0->3
-2182.7858	2.10573409458e-006	0->3
-2182.7883	2.08928561864e-006	0->3
-2182.7987	2.07300732039e-006	0->3
-2182.8062	2.0568506527e-006	0->3
-2182.8257	2.04100598811e-006	0->3
-2182.8275	2.02518981826e-006	0->3
-2182.8320	2.00944466128e-006	0->3
-2182.8344	1.99373724736e-006	0->3
-2182.8396	1.9781113e-006	0->3
-2182.8499	1.96264547386e-006	0->3
-2182.8532	1.94723060083e-006	0->3
-2182.8633	1.93197063442e-006	0->3
-2182.8747	1.91688364379e-006	0->3
-2182.8911	1.90204206195e-006	0->3
-2182.8953	1.88726268404e-006	0->3
-2182.8986	1.87253199769e-006	0->3
-2182.9050	1.85789528669e-006	0->3
-2182.9170	1.84343316658e-006	0->3
-2182.9188	1.82899705488e-006	0->3
-2182.9239	1.81463437992e-006	0->3
-2182.9261	1.80030326811e-006	0->3
-2182.9273	1.78598934332e-006	0->3
-2182.9498	1.77199388566e-006	0->3
-2182.9555	1.75807797517e-006	0->3
-2182.9661	1.74430879429e-006	0->3
-2182.9746	1.73065615545e-006	0->3
-2182.9810	1.71709061449e-006	0->3
-2182.9868	1.70360352593e-006	0->3
-2182.9967	1.69024930079e-006	0->3
-2183.0078	1.67704248789e-006	0->3
-2183.0156	1.66393828743e-006	0->3
-2183.0185	1.6508720341e-006	0->3
-2183.0227	1.63786054395e-006	0->3
-2183.0357	1.62501710845e-006	0->3
-2183.0399	1.61222750226e-006	0->3
-2183.0568	1.59965222424e-006	0->3
-2183.0598	1.58711461552e-006	0->3
-2183.0707	1.57471292464e-006	0->3
-2183.0771	1.56239035113e-006	0->3
-2183.0790	1.55009116828e-006	0->3
-2183.0825	1.53783495734e-006	0->3
-2183.0859	1.52562034674e-006	0->3
-2183.1022	1.51360322043e-006	0->3
-2183.1087	1.50166395213e-006	0->3
-2183.1296	1.48997162501e-006	0->3
-2183.1564	1.47858849058e-006	0->3
-2183.1565	1.46720649439e-006	0->3
-2183.1633	1.45590163323e-006	0->3
-2183.1669	1.4446373964e-006	0->3
-2183.1673	1.43337766436e-006	0->3
-2183.1685	1.42213143589e-006	0->3
-2183.1703	1.41090543243e-006	0->3
-2183.1899	1.39989731637e-006	0->3
-2183.1955	1.38895067347e-006	0->3
-2183.2005	1.37805862718e-006	0->3
-2183.2014	1.36717637932e-006	0->3
-2183.2244	1.35654156675e-006	0->3
-2183.2322	1.34598938304e-006	0->3
-2183.2398	1.33551709196e-006	0->3
-2183.2450	1.32509911545e-006	0->3
-2183.2483	1.31471546159e-006	0->3
-2183.2512	1.30436187671e-006	0->3
-2183.2583	1.29408154194e-006	0->3
-2183.2700	1.28392078619e-006	0->3
-2183.2701	1.27376104646e-006	0->3
-2183.2834	1.26373553666e-006	0->3
-2183.2919	1.25379488254e-006	0->3
-2183.2989	1.24392357003e-006	0->3
-2183.3116	1.23417683047e-006	0->3
-2183.3169	1.22448161198e-006	0->3
-2183.3180	1.21479705237e-006	0->3
-2183.3430	1.20535160538e-006	0->3
-2183.3514	1.19598516785e-006	0->3
-2183.3549	1.18665145554e-006	0->3
-2183.3668	1.17742815616e-006	0->3
-2183.3812	1.16833672058e-006	0->3
-2183.3873	1.15930057396e-006	0->3
-2183.4075	1.1504451263e-006	0->3
-2183.4080	1.14159410525e-006	0->3
-2183.4391	1.13301411459e-006	0->3
-2183.4400	1.12444184245e-006	0->3
-2183.4415	1.11588241908e-006	0->3
-2183.4439	1.10734351369e-006	0->3
-2183.4521	1.09887434104e-006	0->3
-2183.4694	1.09055042497e-006	0->3
-2183.4742	1.08226636797e-006	0->3
-2183.4813	1.07404091946e-006	0->3
-2183.4856	1.06585076445e-006	0->3
-2183.4965	1.05774939735e-006	0->3
-2183.5088	1.04974706675e-006	0->3
-2183.5115	1.04176631329e-006	0->3
-2183.5217	1.03386654977e-006	0->3
-2183.5344	1.02606647886e-006	0->3
-2183.5350	1.01827108659e-006	0->3
-2183.5500	1.01059175259e-006	0->3
-2183.5685	1.00305318021e-006	0->3
-2183.5686	9.95515361648e-007	0->3
-2183.5735	9.88014388053e-007	0->3
-2183.5786	9.80551572039e-007	0->3
-2183.5946	9.73207210915e-007	0->3
-2183.6132	9.6599819232e-007	0->3
-2183.6222	9.58853763802e-007	0->3
-2183.6263	9.51738567473e-007	0->3
-2183.6281	9.44636166978e-007	0->3
-2183.6338	9.37574135007e-007	0->3
-2183.6466	9.30601920983e-007	0->3
-2183.6528	9.23672800957e-007	0->3
-2183.6639	9.1682016887e-007	0->3
-2183.6703	9.10011253585e-007	0->3
-2183.6708	9.03205741907e-007	0->3
-2183.6762	8.96436880946e-007	0->3
-2183.6788	8.89685596164e-007	0->3
-2183.6806	8.82946452765e-007	0->3
-2183.6812	8.76211351639e-007	0->3
-2183.6906	8.69539263836e-007	0->3
-2183.6971	8.62910403962e-007	0->3
-2183.6975	8.56284195101e-007	0->3
-2183.7056	8.49711441745e-007	0->3
-2183.7081	8.4315509975e-007	0->3
-2183.7133	8.36632762244e-007	0->3
-2183.7157	8.3012605958e-007	0->3
-2183.7203	8.23649219012e-007	0->3
-2183.7371	8.17280280451e-007	0->3
-2183.7383	8.10918980032e-007	0->3
-2183.7414	8.04577369111e-007	0->3
-2183.7460	7.98264862608e-007	0->3
-2183.7508	7.91982583532e-007	0->3
-2183.7562	7.85734137332e-007	0->3
-2183.7651	7.79541055567e-007	0->3
-2183.7932	7.73519577081e-007	0->3
-2183.8098	7.67597230071e-007	0->3
-2183.8137	7.61697935233e-007	0->3
-2183.8296	7.55891697419e-007	0->3
-2183.8302	7.50088942303e-007	0->3
-2183.8347	7.4431224092e-007	0->3
-2183.8501	7.3862381924e-007	0->3
-2183.8549	7.32962636558e-007	0->3
-2183.8607	7.27334193699e-007	0->3
-2183.8611	7.21708001766e-007	0->3
-2183.8759	7.16164464322e-007	0->3
-2183.8863	7.1067828091e-007	0->3
-2183.8973	7.05252114815e-007	0->3
-2183.8981	6.99830287916e-007	0->3
-2183.9012	6.94425242656e-007	0->3
-2183.9104	6.89069695771e-007	0->3
-2183.9113	6.8371896671e-007	0->3
-2183.9202	6.78415647849e-007	0->3
-2183.9219	6.73121336971e-007	0->3
-2183.9272	6.67855011713e-007	0->3
-2183.9319	6.62613380109e-007	0->3
-2183.9529	6.57480675036e-007	0->3
-2183.9572	6.52369993212e-007	0->3
-2183.9592	6.47269522536e-007	0->3
-2183.9673	6.42210198803e-007	0->3
-2183.9771	6.37200214286e-007	0->3
-2183.9774	6.32191732538e-007	0->3
-2183.9834	6.27213211708e-007	0->3
-2183.9861	6.22248114754e-007	0->3
-2184.0024	6.17363292862e-007	0->3
-2184.0025	6.12478959427e-007	0->3
-2184.0259	6.07707592531e-007	0->3
-2184.0436	6.03019935809e-007	0->3
-2184.0448	5.98337900902e-007	0->3
-2184.0464	5.9366335126e-007	0->3
-2184.0487	5.88999540728e-007	0->3
-2184.0636	5.84404705828e-007	0->3
-2184.0653	5.79817675511e-007	0->3
-2184.0673	5.75239810088e-007	0->3
-2184.0795	5.70717455319e-007	0->3
-2184.0827	5.66209548955e-007	0->3
-2184.0854	5.61713797523e-007	0->3
-2184.0933	5.57253422605e-007	0->3
-2184.1018	5.52830800198e-007	0->3
-2184.1065	5.48428915346e-007	0->3
-2184.1123	5.44052487529e-007	0->3
-2184.1147	5.39686550544e-007	0->3
-2184.1378	5.35420310768e-007	0->3
-2184.1385	5.31157056315e-007	0->3
-2184.1557	5.26966502818e-007	0->3
-2184.1629	5.22806012947e-007	0->3
-2184.1776	5.18706234951e-007	0->3
-2184.1787	5.14610964232e-007	0->3
-2184.1834	5.10534896124e-007	0->3
-2184.1870	5.0647347548e-007	0->3
-2184.1932	5.02437157744e-007	0->3
-2184.1941	4.9840447106e-007	0->3
-2184.1985	4.94389489219e-007	0->3
-2184.2034	4.90394132667e-007	0->3
-2184.2097	4.8642386774e-007	0->3
-2184.2183	4.8248760069e-007	0->3
-2184.2294	4.78594784606e-007	0->3
-2184.2350	4.74723707367e-007	0->3
-2184.2359	4.70856112529e-007	0->3
-2184.2470	4.67031210611e-007	0->3
-2184.2509	4.63221196759e-007	0->3
-2184.2540	4.59422975662e-007	0->3
-2184.2551	4.55628930311e-007	0->3
-2184.2569	4.51841708099e-007	0->3
-2184.2671	4.4809291921e-007	0->3
-2184.2689	4.44350872072e-007	0->3
-2184.2979	4.40715785872e-007	0->3
-2184.3000	4.37088325342e-007	0->3
-2184.3156	4.33517014094e-007	0->3
-2184.3189	4.29957468749e-007	0->3
-2184.3218	4.26408231131e-007	0->3
-2184.3368	4.22911834778e-007	0->3
-2184.3468	4.19450228149e-007	0->3
-2184.3493	4.15997264729e-007	0->3
-2184.3570	4.12570787026e-007	0->3
-2184.3663	4.09176027846e-007	0->3
-2184.3686	4.0578906764e-007	0->3
-2184.3756	4.02425733368e-007	0->3
-2184.3784	3.9907180326e-007	0->3
-2184.3971	3.95780008865e-007	0->3
-2184.4166	3.92551782657e-007	0->3
-2184.4427	3.89406723108e-007	0->3
-2184.4560	3.86303215914e-007	0->3
-2184.4699	3.8324254904e-007	0->3
-2184.4709	3.80184941304e-007	0->3
-2184.4714	3.77128861989e-007	0->3
-2184.4751	3.74084069274e-007	0->3
-2184.4769	3.71044752257e-007	0->3
-2184.4895	3.68043490384e-007	0->3
-2184.4985	3.6506911868e-007	0->3
-2184.5025	3.62106620699e-007	0->3
-2184.5061	3.59154768537e-007	0->3
-2184.5273	3.56264836964e-007	0->3
-2184.5342	3.53394777282e-007	0->3
-2184.5394	3.50539603174e-007	0->3
-2184.5449	3.47700089418e-007	0->3
-2184.5477	3.4486851518e-007	0->3
-2184.5480	3.42037790287e-007	0->3
-2184.5496	3.39211590933e-007	0->3
-2184.5507	3.36388498688e-007	0->3
-2184.5530	3.33571892095e-007	0->3
-2184.5579	3.30769053115e-007	0->3
-2184.5632	3.27981029886e-007	0->3
-2184.5951	3.25280541002e-007	0->3
-2184.5984	3.22588949043e-007	0->3
-2184.6002	3.19902197592e-007	0->3
-2184.6053	3.17229113692e-007	0->3
-2184.6085	3.14564569988e-007	0->3
-2184.6177	3.11924427668e-007	0->3
-2184.6187	3.09286924171e-007	0->3
-2184.6203	3.06653637305e-007	0->3
-2184.6272	3.04038457577e-007	0->3
-2184.6311	3.01433457187e-007	0->3
-2184.6336	2.98834961165e-007	0->3
-2184.6562	2.9629453252e-007	0->3
-2184.6671	2.93781644179e-007	0->3
-2184.6943	2.91336185205e-007	0->3
-2184.7041	2.88914574681e-007	0->3
-2184.7066	2.86499010621e-007	0->3
-2184.7076	2.84085860919e-007	0->3
-2184.7225	2.81708400601e-007	0->3
-2184.7477	2.79390103692e-007	0->3
-2184.7535	2.77085213988e-007	0->3
-2184.7599	2.74795028474e-007	0->3
-2184.7662	2.72519225775e-007	0->3
-2184.7781	2.70270344628e-007	0->3
-2184.7789	2.68023261866e-007	0->3
-2184.7858	2.65791630606e-007	0->3
-2184.7993	2.63589923922e-007	0->3
-2184.8046	2.61399855416e-007	0->3
-2184.8061	2.5921306955e-007	0->3
-2184.8243	2.57065723198e-007	0->3
-2184.8247	2.54919235613e-007	0->3
-2184.8295	2.52783026481e-007	0->3
-2184.8328	2.50653855219e-007	0->3
-2184.8353	2.48530000238e-007	0->3
-2184.8632	2.4646458183e-007	0->3
-2184.8671	2.44407202867e-007	0->3
-2184.8686	2.42352907659e-007	0->3
-2184.8731	2.4030783601e-007	0->3
-2184.8834	2.38283720491e-007	0->3
-2184.8897	2.36272316814e-007	0->3
-2184.8953	2.34272145518e-007	0->3
-2184.9003	2.32281950119e-007	0->3
-2184.9079	2.30306822872e-007	0->3
-2184.9392	2.28392559618e-007	0->3
-2184.9499	2.26498669789e-007	0->3
-2184.9557	2.24615732727e-007	0->3
-2184.9581	2.22737309296e-007	0->3
-2184.9685	2.20878320234e-007	0->3
-2184.9918	2.19062144901e-007	0->3
-2185.0115	2.17281398104e-007	0->3
-2185.0167	2.15509887157e-007	0->3
-2185.0178	2.13740323801e-007	0->3
-2185.0205	2.11975531822e-007	0->3
-2185.0429	2.10249831719e-007	0->3
-2185.0504	2.08537025953e-007	0->3
-2185.0548	2.06831739976e-007	0->3
-2185.0558	2.05128158434e-007	0->3
-2185.0659	2.03441696465e-007	0->3
-2185.0851	2.01787305697e-007	0->3
-2185.0871	2.00136220405e-007	0->3
-2185.0928	1.98494519527e-007	0->3
-2185.0940	1.9685478751e-007	0->3
-2185.1398	1.95288461392e-007	0->3
-2185.1413	1.93724483002e-007	0->3
-2185.1433	1.92163629443e-007	0->3
-2185.1437	1.90603400101e-007	0->3
-2185.1497	1.89052504106e-007	0->3
-2185.1519	1.87505016333e-007	0->3
-2185.1689	1.85983613501e-007	0->3
-2185.1845	1.84485760388e-007	0->3
-2185.1848	1.82988356564e-007	0->3
-2185.1854	1.81491850913e-007	0->3
-2185.2051	1.80024537931e-007	0->3
-2185.2068	1.78559717262e-007	0->3
-2185.2097	1.77099138419e-007	0->3
-2185.2108	1.75640165329e-007	0->3
-2185.2657	1.74259130873e-007	0->3
-2185.2683	1.72881682441e-007	0->3
-2185.2684	1.71504371748e-007	0->3
-2185.2703	1.70129675461e-007	0->3
-2185.2773	1.68764568446e-007	0->3
-2185.2776	1.67399870902e-007	0->3
-2185.2944	1.66057908764e-007	0->3
-2185.2968	1.64719163474e-007	0->3
-2185.3019	1.63387228404e-007	0->3
-2185.3240	1.62084406216e-007	0->3
-2185.3336	1.6079403128e-007	0->3
-2185.3367	1.59507650311e-007	0->3
-2185.3444	1.5823113644e-007	0->3
-2185.3526	1.56965047182e-007	0->3
-2185.3550	1.55701992895e-007	0->3
-2185.3637	1.54449879519e-007	0->3
-2185.3707	1.53206500331e-007	0->3
-2185.3777	1.51971794405e-007	0->3
-2185.3823	1.50742755084e-007	0->3
-2185.3943	1.49528376096e-007	0->3
-2185.3961	1.48316181025e-007	0->3
-2185.4003	1.47109066496e-007	0->3
-2185.4131	1.45917304567e-007	0->3
-2185.4155	1.44728399437e-007	0->3
-2185.4175	1.43541869741e-007	0->3
-2185.4201	1.42358421015e-007	0->3
-2185.4370	1.41194804519e-007	0->3
-2185.4459	1.4004149826e-007	0->3
-2185.4486	1.38891301729e-007	0->3
-2185.4487	1.37741220211e-007	0->3
-2185.4740	1.36619870763e-007	0->3
-2185.4956	1.35522482747e-007	0->3
-2185.4958	1.34425314187e-007	0->3
-2185.5165	1.33350623567e-007	0->3
-2185.5294	1.3228970742e-007	0->3
-2185.5444	1.31244586256e-007	0->3
-2185.5605	1.30216156814e-007	0->3
-2185.5612	1.29188447021e-007	0->3
-2185.5680	1.28167701948e-007	0->3
-2185.5685	1.27147467119e-007	0->3
-2185.5737	1.26132523742e-007	0->3
-2185.5757	1.25119608224e-007	0->3
-2185.5861	1.24117172437e-007	0->3
-2185.5971	1.23125703019e-007	0->3
-2185.6011	1.22138191557e-007	0->3
-2185.6129	1.21162264249e-007	0->3
-2185.6317	1.20204512985e-007	0->3
-2185.6333	1.19248292897e-007	0->3
-2185.6338	1.182925508e-007	0->3
-2185.6423	1.17344898082e-007	0->3
-2185.6526	1.16406956091e-007	0->3
-2185.6527	1.1546910789e-007	0->3
-2185.6539	1.14532384431e-007	0->3
-2185.6591	1.13600519292e-007	0->3
-2185.6671	1.12676079333e-007	0->3
-2185.6769	1.1176065464e-007	0->3
-2185.6814	1.10849340102e-007	0->3
-2185.6987	1.09953655716e-007	0->3
-2185.7100	1.09068035593e-007	0->3
-2185.7181	1.08189560018e-007	0->3
-2185.7223	1.07314766303e-007	0->3
-2185.7251	1.06442418585e-007	0->3
-2185.7257	1.05570594119e-007	0->3
-2185.7403	1.04711405821e-007	0->3
-2185.7608	1.03869651574e-007	0->3
-2185.7671	1.03033183709e-007	0->3
-2185.7749	1.02203214914e-007	0->3
-2185.7810	1.01378293518e-007	0->3
-2185.7826	1.00554690941e-007	0->3
-2185.7932	9.9739772445e-008	0->3
-2185.8016	9.8931670594e-008	0->3
-2185.8121	9.81320094214e-008	0->3
-2185.8273	9.7344411188e-008	0->3
-2185.8390	9.65659741563e-008	0->3
-2185.8397	9.578808184e-008	0->3
-2185.8453	9.5014533546e-008	0->3
-2185.8628	9.42544045855e-008	0->3
-2185.8774	9.35052928861e-008	0->3
-2185.8833	9.2760587933e-008	0->3
-2185.8843	9.20166273127e-008	0->3
-2185.8868	9.1274524271e-008	0->3
-2185.8879	9.05332370938e-008	0->3
-2185.8939	8.97963843232e-008	0->3
-2185.8961	8.90611508468e-008	0->3
-2185.8979	8.83272396003e-008	0->3
-2185.9032	8.75972077938e-008	0->3
-2185.9096	8.68718332716e-008	0->3
-2185.9292	8.6160537666e-008	0->3
-2185.9330	8.54519398546e-008	0->3
-2185.9357	8.47452526768e-008	0->3
-2185.9644	8.40585591399e-008	0->3
-2185.9761	8.33798530994e-008	0->3
-2185.9766	8.27014863271e-008	0->3
-2185.9796	8.20251516056e-008	0->3
-2185.9919	8.13570848489e-008	0->3
-2186.0118	8.07021812131e-008	0->3
-2186.0187	8.00517808583e-008	0->3
-2186.0436	7.94173755081e-008	0->3
-2186.0542	7.87896593394e-008	0->3
-2186.0560	7.81630720434e-008	0->3
-2186.0701	7.75452576341e-008	0->3
-2186.0752	7.69305860573e-008	0->3
-2186.0782	7.63177557319e-008	0->3
-2186.0848	7.57089567686e-008	0->3
-2186.0896	7.51030730381e-008	0->3
-2186.0969	7.45015961543e-008	0->3
-2186.1100	7.39079472326e-008	0->3
-2186.1164	7.33180855319e-008	0->3
-2186.1289	7.2735551211e-008	0->3
-2186.1291	7.21531333853e-008	0->3
-2186.1470	7.15810480866e-008	0->3
-2186.1477	7.10093631076e-008	0->3
-2186.1663	7.04482131893e-008	0->3
-2186.1682	6.98881284437e-008	0->3
-2186.1700	6.93290509438e-008	0->3
-2186.1706	6.87703087899e-008	0->3
-2186.1750	6.82140197006e-008	0->3
-2186.1754	6.76579530826e-008	0->3
-2186.1767	6.71026088814e-008	0->3
-2186.1830	6.6550752351e-008	0->3
-2186.1893	6.60023615882e-008	0->3
-2186.2092	6.54647759341e-008	0->3
-2186.2124	6.49289078046e-008	0->3
-2186.2282	6.44014398553e-008	0->3
-2186.2292	6.38744991104e-008	0->3
-2186.2399	6.3353166574e-008	0->3
-2186.2406	6.28321988427e-008	0->3
-2186.2445	6.23132589288e-008	0->3
-2186.2479	6.17960804144e-008	0->3
-2186.2494	6.12796770863e-008	0->3
-2186.2505	6.07638414896e-008	0->3
-2186.2577	6.02517065707e-008	0->3
-2186.2706	5.97461357627e-008	0->3
-2186.2811	5.9245845676e-008	0->3
-2186.2881	5.87490453912e-008	0->3
-2186.2921	5.82542283385e-008	0->3
-2186.3083	5.77673627414e-008	0->3
-2186.3201	5.72862083956e-008	0->3
-2186.3614	5.68245209656e-008	0->3
-2186.3615	5.6362879702e-008	0->3
-2186.3624	5.59016537286e-008	0->3
-2186.3669	5.54424986092e-008	0->3
-2186.3832	5.49907670519e-008	0->3
-2186.3930	5.45434408423e-008	0->3
-2186.4039	5.41009640113e-008	0->3
-2186.4167	5.36641147902e-008	0->3
-2186.4353	5.32353158648e-008	0->3
-2186.4409	5.28089115023e-008	0->3
-2186.4429	5.23833590963e-008	0->3
-2186.4477	5.19598444473e-008	0->3
-2186.4533	5.1538694852e-008	0->3
-2186.4608	5.11206920635e-008	0->3
-2186.4640	5.07040247459e-008	0->3
-2186.4798	5.02938890364e-008	0->3
-2186.4816	4.98844909071e-008	0->3
-2186.4903	4.94786390927e-008	0->3
-2186.5059	4.90790694384e-008	0->3
-2186.5067	4.8679819312e-008	0->3
-2186.5093	4.82816058876e-008	0->3
-2186.5162	4.78861306781e-008	0->3
-2186.5242	4.74938066488e-008	0->3
-2186.5245	4.7101600299e-008	0->3
-2186.5326	4.6712557989e-008	0->3
-2186.5351	4.63244870701e-008	0->3
-2186.5356	4.59366101381e-008	0->3
-2186.5397	4.55503202458e-008	0->3
-2186.5684	4.51749592931e-008	0->3
-2186.5729	4.48012836697e-008	0->3
-2186.5763	4.44288763861e-008	0->3
-2186.5832	4.4059029868e-008	0->3
-2186.5921	4.36924603794e-008	0->3
-2186.6010	4.33291388843e-008	0->3
-2186.6131	4.29701870893e-008	0->3
-2186.6361	4.26193969666e-008	0->3
-2186.6363	4.22686769948e-008	0->3
-2186.6390	4.19189026898e-008	0->3
-2186.6470	4.15719154162e-008	0->3
-2186.6512	4.1226382433e-008	0->3
-2186.6555	4.08823320517e-008	0->3
-2186.6667	4.05421135363e-008	0->3
-2186.6683	4.02024389352e-008	0->3
-2186.6742	3.98647625138e-008	0->3
-2186.6838	3.95303122756e-008	0->3
-2186.6954	3.91997192451e-008	0->3
-2186.6957	3.88692253776e-008	0->3
-2186.7243	3.85480497488e-008	0->3
-2186.7283	3.82281562566e-008	0->3
-2186.7538	3.79163169214e-008	0->3
-2186.7657	3.76081664819e-008	0->3
-2186.7949	3.73088839339e-008	0->3
-2186.7958	3.7009870619e-008	0->3
-2186.8010	3.67124081377e-008	0->3
-2186.8399	3.64262947755e-008	0->3
-2186.8495	3.61429149595e-008	0->3
-2186.8529	3.58604969988e-008	0->3
-2186.8796	3.55855198212e-008	0->3
-2186.8880	3.53128427778e-008	0->3
-2186.8907	3.50409009693e-008	0->3
-2186.9066	3.47732488423e-008	0->3
-2186.9092	3.4506291707e-008	0->3
-2186.9107	3.42397347072e-008	0->3
-2186.9124	3.39736304693e-008	0->3
-2186.9235	3.37104636556e-008	0->3
-2186.9412	3.34519139129e-008	0->3
-2186.9655	3.31995712079e-008	0->3
-2186.9818	3.29513083481e-008	0->3
-2186.9824	3.27031944012e-008	0->3
-2186.9925	3.24575737927e-008	0->3
-2187.0047	3.22149315506e-008	0->3
-2187.0116	3.19739577771e-008	0->3
-2187.0251	3.17362152893e-008	0->3
-2187.0304	3.14997295035e-008	0->3
-2187.0316	3.12635273305e-008	0->3
-2187.0752	3.10374022943e-008	0->3
-2187.0821	3.08128321503e-008	0->3
-2187.0846	3.05888227305e-008	0->3
-2187.0942	3.03669535117e-008	0->3
-2187.0959	3.01454611502e-008	0->3
-2187.1171	2.99286150028e-008	0->3
-2187.1173	2.97118122203e-008	0->3
-2187.1180	2.94951611467e-008	0->3
-2187.1270	2.92804511846e-008	0->3
-2187.1361	2.90676862201e-008	0->3
-2187.1486	2.88575642643e-008	0->3
-2187.1639	2.86506327057e-008	0->3
-2187.1649	2.84439079753e-008	0->3
-2187.1739	2.82390354201e-008	0->3
-2187.1796	2.80353273166e-008	0->3
-2187.1840	2.78325135598e-008	0->3
-2187.1931	2.76315370361e-008	0->3
-2187.1955	2.74310422777e-008	0->3
-2187.1956	2.72305675678e-008	0->3
-2187.2024	2.70314514614e-008	0->3
-2187.2046	2.6832772929e-008	0->3
-2187.2110	2.66353618788e-008	0->3
-2187.2232	2.64403446118e-008	0->3
-2187.2255	2.6245775369e-008	0->3
-2187.2436	2.60546961495e-008	0->3
-2187.2441	2.58637124457e-008	0->3
-2187.2467	2.56732246546e-008	0->3
-2187.2627	2.54857604153e-008	0->3
-2187.2678	2.52992498097e-008	0->3
-2187.2726	2.51136323099e-008	0->3
-2187.2735	2.49281817907e-008	0->3
-2187.2867	2.47451631327e-008	0->3
-2187.3078	2.45659657126e-008	0->3
-2187.3095	2.43870726693e-008	0->3
-2187.3201	2.42100658775e-008	0->3
-2187.3276	2.40343816707e-008	0->3
-2187.3331	2.38596610747e-008	0->3
-2187.3336	2.36850278171e-008	0->3
-2187.3338	2.35104294827e-008	0->3
-2187.3356	2.33361451427e-008	0->3
-2187.3432	2.3163180343e-008	0->3
-2187.3671	2.29943003936e-008	0->3
-2187.3777	2.28272011175e-008	0->3
-2187.3812	2.26606856665e-008	0->3
-2187.3852	2.2494834947e-008	0->3
-2187.3871	2.23292990447e-008	0->3
-2187.3982	2.21655904306e-008	0->3
-2187.4201	2.20054280621e-008	0->3
-2187.4222	2.18456016817e-008	0->3
-2187.4229	2.16858871406e-008	0->3
-2187.4338	2.15279040345e-008	0->3
-2187.4349	2.13700946143e-008	0->3
-2187.4377	2.12127264424e-008	0->3
-2187.4401	2.10557355013e-008	0->3
-2187.4402	2.08987602585e-008	0->3
-2187.4606	2.07449548683e-008	0->3
-2187.4626	2.05914567814e-008	0->3
-2187.4747	2.04398048297e-008	0->3
-2187.4793	2.02888488749e-008	0->3
-2187.4831	2.01384654643e-008	0->3
-2187.4941	1.99897272063e-008	0->3
-2187.5027	1.98422626126e-008	0->3
-2187.5034	1.96949012081e-008	0->3
-2187.5051	1.95477901052e-008	0->3
-2187.5194	1.9402767721e-008	0->3
-2187.5202	1.92578613084e-008	0->3
-2187.5214	1.91131286792e-008	0->3
-2187.5221	1.89684973274e-008	0->3
-2187.5242	1.88241693827e-008	0->3
-2187.5388	1.86819333182e-008	0->3
-2187.5395	1.8539796784e-008	0->3
-2187.5471	1.8398736393e-008	0->3
-2187.5626	1.82598455804e-008	0->3
-2187.5686	1.81217856176e-008	0->3
-2187.5837	1.79857946996e-008	0->3
-2187.5877	1.78503466589e-008	0->3
-2187.5948	1.77158568933e-008	0->3
-2187.6017	1.75822919129e-008	0->3
-2187.6053	1.7449206902e-008	0->3
-2187.6078	1.73164541881e-008	0->3
-2187.6212	1.71854684951e-008	0->3
-2187.6312	1.70557861315e-008	0->3
-2187.6328	1.69263110937e-008	0->3
-2187.6383	1.6797546214e-008	0->3
-2187.6507	1.66703681601e-008	0->3
-2187.6609	1.6544480729e-008	0->3
-2187.6619	1.64187191224e-008	0->3
-2187.6628	1.62930706503e-008	0->3
-2187.6703	1.61683610167e-008	0->3
-2187.6728	1.60439627678e-008	0->3
-2187.6918	1.59219057733e-008	0->3
-2187.6938	1.58000926488e-008	0->3
-2187.7116	1.56804286143e-008	0->3
-2187.7347	1.55634971365e-008	0->3
-2187.7372	1.54468576223e-008	0->3
-2187.7541	1.53321727525e-008	0->3
-2187.7558	1.52176826814e-008	0->3
-2187.7612	1.51038091905e-008	0->3
-2187.7623	1.49900608915e-008	0->3
-2187.7669	1.48768346331e-008	0->3
-2187.7762	1.47646564975e-008	0->3
-2187.7998	1.46550947709e-008	0->3
-2187.8116	1.45468182749e-008	0->3
-2187.8186	1.44392970678e-008	0->3
-2187.8238	1.43323335197e-008	0->3
-2187.8393	1.42270151239e-008	0->3
-2187.8432	1.41221066698e-008	0->3
-2187.8468	1.40175752072e-008	0->3
